"Age","Sex","Race","Site","Cancer_Death","Other_Death"
1,"Male","Black","Esophageal",0.874959203591971,0.857359717767861
1,"Male","Black","Gallbladder",0.911828837643043,0.887851574980819
1,"Male","Black","Gastric",0.950221535580949,0.872442629218522
1,"Male","Black","Kidney",0.982039293354861,0.870019541840895
1,"Male","Black","Liver",0.833199142555717,0.777516333933807
1,"Male","Black","Lung",0.928237702606579,0.850649763543999
1,"Male","Black","Pancreas",0.800613545685125,0.800323230284808
1,"Male","Black","Prostate",0.993867847652915,0.885717285158724
1,"Male","White","Bladder",0.985567189292529,0.932519786360727
1,"Male","White","Brain",0.766749024473121,0.80644199821727
1,"Male","White","Colorectal",0.985475320962861,0.934667463787652
1,"Male","White","Esophageal",0.904615709959427,0.891633735975952
1,"Male","White","Gallbladder",0.933074936102935,0.915162293340193
1,"Male","White","Gastric",0.96240625116205,0.903298401459575
1,"Male","White","Kidney",0.986490761595536,0.901427943881926
1,"Male","White","Liver",0.872017294683622,0.82898351090664
1,"Male","White","Lung",0.945647988936405,0.886427693613622
1,"Male","White","Pancreas",0.846296813301002,0.847039758459437
1,"Male","White","Prostate",0.995394530553107,0.913522176184702
2,"Female","Black","Bladder",0.983496419328657,0.920322378111149
2,"Female","Black","Brain",0.737845195828889,0.774401940702274
2,"Female","Black","Breast",0.987776379583708,0.915235936692509
2,"Female","Black","Cervical",0.982887168679634,0.924378430704842
2,"Female","Black","Colorectal",0.98339148145913,0.92284195539988
2,"Female","Black","Esophageal",0.891590645690505,0.872567266615169
2,"Female","Black","Gallbladder",0.923770626443497,0.899999500616147
2,"Female","Black","Gastric",0.957085618068768,0.88615041327637
2,"Female","Black","Kidney",0.984551461168011,0.883970085444622
2,"Female","Black","Liver",0.854910147028048,0.800194397413714
2,"Female","Black","Lung",0.938033028575296,0.86651576339564
2,"Female","Black","Ovarian",0.980164588721222,0.925176317017347
2,"Female","Black","Pancreas",0.826108207605419,0.820950455397431
2,"Female","Black","Uterine",0.990387465887211,0.92603538812505
2,"Female","White","Bladder",0.987589030942365,0.939992735155132
2,"Female","White","Brain",0.796000076958899,0.826507444236215
2,"Female","White","Breast",0.990812590721585,0.936118058198555
2,"Female","White","Cervical",0.987129874149401,0.943078589220372
2,"Female","White","Colorectal",0.987509950432022,0.94191004187146
2,"Female","White","Esophageal",0.917489637574387,0.903394577190422
2,"Female","White","Gallbladder",0.942230691067886,0.924478464128998
2,"Female","White","Gastric",0.967618841501328,0.913855099318509
2,"Female","White","Kidney",0.988383986801685,0.912178773024317
2,"Female","White","Liver",0.889014794727673,0.846938132507892
2,"Female","White","Lung",0.95312705672421,0.898720918270437
2,"Female","White","Ovarian",0.985077155248749,0.943685216638377
2,"Female","White","Pancreas",0.866441968231763,0.86325775558984
2,"Female","White","Uterine",0.992777484002086,0.944338213481919
2,"Male","Black","Bladder",0.980056438094473,0.907529254073545
2,"Male","Black","Brain",0.692094211467595,0.741732507139065
2,"Male","Black","Colorectal",0.979929851204964,0.910433347211634
2,"Male","Black","Esophageal",0.870307656692131,0.852743115492581
2,"Male","Black","Gallbladder",0.908476397245772,0.884154139443132
2,"Male","Black","Gastric",0.948287359694448,0.868275882778521
2,"Male","Black","Kidney",0.981329296446974,0.865779886030222
2,"Male","Black","Liver",0.827153791212832,0.770682082492092
2,"Male","Black","Lung",0.9254833974382,0.845836103901132
2,"Male","Black","Pancreas",0.793540301138982,0.794093543541341
2,"Male","Black","Prostate",0.993623923468132,0.881954264777997
2,"Male","White","Bladder",0.984995584542384,0.93023690075158
2,"Male","White","Brain",0.758665393218869,0.800378518896618
2,"Male","White","Colorectal",0.984900105756105,0.932454572939005
2,"Male","White","Esophageal",0.901004187606663,0.888052978351955
2,"Male","White","Gallbladder",0.930499257242134,0.912320322022023
2,"Male","White","Gastric",0.960935741535881,0.900081137493064
2,"Male","White","Kidney",0.985955473278312,0.898152024112469
2,"Male","White","Liver",0.867264818321998,0.823546682147875
2,"Male","White","Lung",0.943541441348114,0.882686482830989
2,"Male","White","Pancreas",0.840679525928371,0.842120870277533
2,"Male","White","Prostate",0.995211188227645,0.910627989506862
3,"Female","Black","Bladder",0.982843518896083,0.917645378275295
3,"Female","Black","Brain",0.728947675650233,0.76748698665368
3,"Female","Black","Breast",0.987291703649325,0.912396312408164
3,"Female","Black","Cervical",0.982210384282802,0.921831841311239
3,"Female","Black","Colorectal",0.982734466115464,0.920245889182203
3,"Female","Black","Esophageal",0.887517322168212,0.8684042770287
3,"Female","Black","Gallbladder",0.92085229009272,0.896678880757348
3,"Female","Black","Gastric",0.955411851050434,0.882400687514035
3,"Female","Black","Kidney",0.983939957708367,0.880153513572471
3,"Female","Black","Liver",0.849578926766823,0.793961229188035
3,"Female","Black","Lung",0.935641515976745,0.862171112262075
3,"Female","Black","Ovarian",0.979381264701278,0.922655457261044
3,"Female","Black","Pancreas",0.819834638180581,0.815287742446781
3,"Female","Black","Uterine",0.990005797080216,0.923542258906318
3,"Female","White","Bladder",0.987096975119274,0.937954170146567
3,"Female","White","Brain",0.788785663357577,0.821000689504513
3,"Female","White","Breast",0.990447720102994,0.933952544722734
3,"Female","White","Cervical",0.986619737821131,0.941141542088124
3,"Female","White","Colorectal",0.987014779974773,0.939934508967642
3,"Female","White","Esophageal",0.914342175591334,0.900180332995785
3,"Female","White","Gallbladder",0.93999594705279,0.921935099170966
3,"Female","White","Gastric",0.966348643814371,0.910971503084824
3,"Female","White","Kidney",0.987923255387513,0.909241896683362
3,"Female","White","Liver",0.884851072354526,0.842016290044946
3,"Female","White","Lung",0.951302860388723,0.895360357466215
3,"Female","White","Ovarian",0.984486296100065,0.941768169300307
3,"Female","White","Pancreas",0.861499341337539,0.85881593323475
3,"Female","White","Uterine",0.992490351536619,0.942442710477116
3,"Male","Black","Bladder",0.979268888409163,0.904445182289522
3,"Male","Black","Brain",0.682004039687655,0.733998502730444
3,"Male","Black","Colorectal",0.979137356140528,0.907441113016248
3,"Male","Black","Esophageal",0.865496715076497,0.847990728799164
3,"Male","Black","Gallbladder",0.905003248980637,0.880343202927227
3,"Male","Black","Gastric",0.946280175458158,0.863983912072157
3,"Male","Black","Kidney",0.980591511278234,0.861413248344287
3,"Male","Black","Liver",0.820913716297779,0.76367132744709
3,"Male","Black","Lung",0.922627848694335,0.840882253590655
3,"Male","Black","Pancreas",0.786251069066231,0.787696368186149
3,"Male","Black","Prostate",0.993370328889987,0.878076063362419
3,"Male","White","Bladder",0.984401521302066,0.927879810289478
3,"Male","White","Brain",0.750349561529293,0.794150326460001
3,"Male","White","Colorectal",0.984302292471628,0.930169564766099
3,"Male","White","Esophageal",0.897263838140507,0.884361741349062
3,"Male","White","Gallbladder",0.927828335832867,0.909387940345873
3,"Male","White","Gastric",0.959408933745851,0.896763070077648
3,"Male","White","Kidney",0.985399132143236,0.894773713079118
3,"Male","White","Liver",0.862350162429953,0.817956664621342
3,"Male","White","Lung",0.941355808224078,0.878830648221318
3,"Male","White","Pancreas",0.834877621170497,0.837059495258451
3,"Male","White","Prostate",0.995020565372807,0.907641922582691
4,"Female","Black","Bladder",0.98216502393291,0.914882661780859
4,"Female","Black","Brain",0.71980887925552,0.760394460989124
4,"Female","Black","Breast",0.986787938772176,0.909466344014627
4,"Female","Black","Cervical",0.981507086811774,0.919203298354735
4,"Female","Black","Colorectal",0.982051697896715,0.917566436279228
4,"Female","Black","Esophageal",0.883301188007314,0.864116154214695
4,"Female","Black","Gallbladder",0.917827274656052,0.893254666362218
4,"Female","Black","Gastric",0.953674396282621,0.878536120201931
4,"Female","Black","Kidney",0.983304454800275,0.876220398773772
4,"Female","Black","Liver",0.844070221113188,0.787560515532897
4,"Female","Black","Lung",0.933161035882529,0.857696979098472
4,"Female","Black","Ovarian",0.978567345805757,0.920053391823263
4,"Female","Black","Pancreas",0.813361246372602,0.809467499664588
4,"Female","Black","Uterine",0.989609053635029,0.920968732038759
4,"Female","White","Bladder",0.986585543645291,0.93584874206577
4,"Female","White","Brain",0.781352699980666,0.815339380323407
4,"Female","White","Breast",0.9900684316932,0.931716334140775
4,"Female","White","Cervical",0.986089523922844,0.939140727496244
4,"Female","White","Colorectal",0.986500112899325,0.937894031969194
4,"Female","White","Esophageal",0.911080564703877,0.896865367368992
4,"Female","White","Gallbladder",0.937677646280925,0.91930987427681
4,"Female","White","Gastric",0.965029526887859,0.907996324115197
4,"Female","White","Kidney",0.987444366098669,0.906211944032639
4,"Female","White","Liver",0.880541877422631,0.836951896858927
4,"Female","White","Lung",0.949409571794249,0.891895131939081
4,"Female","White","Ovarian",0.983872234381282,0.939787967439107
4,"Female","White","Pancreas",0.856389380132235,0.85424234795203
4,"Female","White","Uterine",0.992191849018865,0.940484714349133
4,"Male","Black","Bladder",0.978450582478476,0.901263949620089
4,"Male","Black","Brain",0.671667214431828,0.726078089797414
4,"Male","Black","Colorectal",0.978313916027604,0.904354259156992
4,"Male","Black","Esophageal",0.860521996150353,0.843099506787489
4,"Male","Black","Gallbladder",0.901405586031601,0.87641586637848
4,"Male","Black","Gastric",0.944197399797871,0.859563709174089
4,"Male","Black","Kidney",0.979824872823857,0.856916609749922
4,"Male","Black","Liver",0.814474554370619,0.756481776546786
4,"Male","Black","Lung",0.919667692881621,0.835785162432867
4,"Male","Black","Pancreas",0.778741966626098,0.781129033413336
4,"Male","Black","Prostate",0.993106683168965,0.874079762805348
4,"Male","White","Bladder",0.983784131750415,0.925446315894549
4,"Male","White","Brain",0.741798548803691,0.787754669815495
4,"Male","White","Colorectal",0.983681008078984,0.927810288636666
4,"Male","White","Esophageal",0.893390696807981,0.880557162840613
4,"Male","White","Gallbladder",0.925058961620581,0.906362608048677
4,"Male","White","Gastric",0.95782377108695,0.893341476676536
4,"Male","White","Kidney",0.984820922959376,0.891290263232566
4,"Male","White","Liver",0.857268922889524,0.812210491930681
4,"Male","White","Lung",0.939088326301115,0.874857277876751
4,"Male","White","Pancreas",0.828886655445773,0.831852588596178
4,"Male","White","Prostate",0.994822374364496,0.904561407506977
5,"Female","Black","Bladder",0.981459950158468,0.912031780482243
5,"Female","Black","Brain",0.710426897442007,0.753122132625828
5,"Female","Black","Breast",0.986264343594463,0.906443492508482
5,"Female","Black","Cervical",0.980776258104407,0.916490431609612
5,"Female","Black","Colorectal",0.981342186674047,0.914801196375799
5,"Female","Black","Esophageal",0.878938049502697,0.859699890863025
5,"Female","Black","Gallbladder",0.914692084292028,0.889724091458477
5,"Female","Black","Gastric",0.951870958895136,0.874553796995807
5,"Female","Black","Kidney",0.982644027247067,0.872167808301361
5,"Female","Black","Liver",0.838379570295981,0.780989587431184
5,"Female","Black","Lung",0.930588545875696,0.853090331668975
5,"Female","Black","Ovarian",0.97772166458699,0.917367766379642
5,"Female","Black","Pancreas",0.80668373960851,0.803486822668525
5,"Female","Black","Uterine",0.989196646623996,0.918312470529951
5,"Female","White","Bladder",0.986053984348973,0.933674426386957
5,"Female","White","Brain",0.77369740339774,0.809520567652207
5,"Female","White","Breast",0.989674161686646,0.929407309326076
5,"Female","White","Cervical",0.985538453850654,0.937074197909172
5,"Female","White","Colorectal",0.98596519247471,0.935786633847143
5,"Female","White","Esophageal",0.907701137771474,0.893446959086636
5,"Female","White","Gallbladder",0.935272897001466,0.916600421204062
5,"Female","White","Gastric",0.963659679929853,0.904927000051714
5,"Female","White","Kidney",0.986946612761678,0.903086325111876
5,"Female","White","Liver",0.876082979434111,0.831741908345292
5,"Female","White","Lung",0.947444727250564,0.888322459724105
5,"Female","White","Ovarian",0.983234074530224,0.93774267899321
5,"Female","White","Pancreas",0.851107649389385,0.849533958248268
5,"Female","White","Uterine",0.991881529863879,0.938462309817882
5,"Male","Black","Bladder",0.977600346996117,0.897982893835539
5,"Male","Black","Brain",0.66108403378613,0.717969809784199
5,"Male","Black","Colorectal",0.977458350709496,0.90117016780553
5,"Male","Black","Esophageal",0.855379084912379,0.838066397755648
5,"Male","Black","Gallbladder",0.897679525396087,0.872369198551504
5,"Male","Black","Gastric",0.942036372284698,0.85501224805915
5,"Male","Black","Kidney",0.979028277075752,0.852286935666497
5,"Male","Black","Liver",0.807832001209634,0.74911127468525
5,"Male","Black","Lung",0.91659948386666,0.830541788183997
5,"Male","Black","Pancreas",0.771009266483552,0.774388959516006
5,"Male","Black","Prostate",0.992832590778747,0.869962414534642
5,"Male","White","Bladder",0.983142515718445,0.922934168503016
5,"Male","White","Brain",0.733009647139675,0.781188877390788
5,"Male","White","Colorectal",0.983035347020866,0.925374544021357
5,"Male","White","Esophageal",0.889380728155265,0.876636345636286
5,"Male","White","Gallbladder",0.922187841467855,0.903241737469157
5,"Male","White","Gastric",0.956178129735836,0.889813592354521
5,"Male","White","Kidney",0.98421999996651,0.887698885642952
5,"Male","White","Liver",0.852016668271395,0.806305237849685
5,"Male","White","Lung",0.93673615249154,0.870763428841398
5,"Male","White","Pancreas",0.822702211406828,0.8264971183744
5,"Male","White","Prostate",0.994616316336687,0.901383829515093
6,"Female","Black","Bladder",0.980727276989846,0.909090237466858
6,"Female","Black","Brain",0.700800203150766,0.745667914230057
6,"Female","Black","Breast",0.985720148817083,0.90332517146508
6,"Female","Black","Cervical",0.980016842565137,0.913690821359917
6,"Female","Black","Colorectal",0.980604905820504,0.911947719903611
6,"Female","Black","Esophageal",0.874423656044639,0.855152461434858
6,"Female","Black","Gallbladder",0.911443141425022,0.886084349511831
6,"Female","Black","Gastric",0.9499991717672,0.87045077272977
6,"Female","Black","Kidney",0.981957715543368,0.867992780410154
6,"Female","Black","Liver",0.832502521115745,0.774245867212376
6,"Female","Black","Lung",0.927920921218443,0.848348126036884
6,"Female","Black","Ovarian",0.976843011287294,0.914596177010324
6,"Female","Black","Pancreas",0.799797903846444,0.797342860637992
6,"Female","Black","Uterine",0.988767964637945,0.915571087692353
6,"Female","White","Bladder",0.985501516736326,0.931429149300948
6,"Female","White","Brain",0.765816160747485,0.80354134666969
6,"Female","White","Breast",0.989264324711123,0.927023303365606
6,"Female","White","Cervical",0.984965719749695,0.934939957126717
6,"Female","White","Colorectal",0.98540923348691,0.933610288650663
6,"Female","White","Esophageal",0.904200148278165,0.889922344476222
6,"Female","White","Gallbladder",0.932778726271427,0.913804322206151
6,"Female","White","Gastric",0.96223723107312,0.901760921563667
6,"Female","White","Kidney",0.986429262507866,0.899862403579577
6,"Female","White","Liver",0.87147009428798,0.82638329293116
6,"Female","White","Lung",0.945405787666834,0.884639519057081
6,"Female","White","Ovarian",0.98257088768576,0.935630323381005
6,"Female","White","Pancreas",0.845649696828829,0.844687714668739
6,"Female","White","Uterine",0.991558930243346,0.936373533247345
6,"Male","Black","Bladder",0.976716966158057,0.894599308233657
6,"Male","Black","Brain",0.650255359114936,0.709672420674519
6,"Male","Black","Colorectal",0.976569437312636,0.897886175422879
6,"Male","Black","Esophageal",0.850063542112334,0.832888355145367
6,"Male","Black","Gallbladder",0.893821110238813,0.868200239046063
6,"Male","Black","Gastric",0.939794354000613,0.850326489046108
6,"Male","Black","Kidney",0.9782005797664,0.84752118064357
6,"Male","Black","Liver",0.800981828215067,0.741557818480145
6,"Male","Black","Lung",0.913419693357941,0.825149103180084
6,"Male","Black","Pancreas",0.763049420032111,0.76747367003085
6,"Male","Black","Prostate",0.992547640860225,0.865721042734646
6,"Male","White","Bladder",0.982475739580816,0.920341069074977
6,"Male","White","Brain",0.723980451251719,0.774450368606357
6,"Male","White","Colorectal",0.982364370099712,0.922860080405713
6,"Male","White","Esophageal",0.88522982935926,0.872596360196041
6,"Male","White","Gallbladder",0.919211599387343,0.90002269451287
6,"Male","White","Gastric",0.954469817228482,0.886176611566649
6,"Male","White","Kidney",0.983595485817001,0.883996751929601
6,"Male","White","Liver",0.846588948529804,0.800238025305936
6,"Male","White","Lung",0.934296362992151,0.866546130271049
6,"Male","White","Pancreas",0.816319911644813,0.820990072592369
6,"Male","White","Prostate",0.994402080751889,0.898106528054239
7,"Female","Black","Bladder",0.979965946330234,0.906055487703077
7,"Female","Black","Brain",0.690927686271602,0.738029877114304
7,"Female","Black","Breast",0.985154556216219,0.900108747998871
7,"Female","Black","Cervical",0.979227745925563,0.910801998816967
7,"Female","Black","Colorectal",0.979838790994484,0.909003508544006
7,"Female","Black","Esophageal",0.86975370542435,0.850470826594471
7,"Female","Black","Gallbladder",0.908076787684989,0.882332595465394
7,"Female","Black","Gastric",0.948056594126509,0.866224074600266
7,"Female","Black","Kidney",0.981244524714275,0.863692327733728
7,"Female","Black","Liver",0.826434638918344,0.767326880711218
7,"Female","Black","Lung",0.925154954477597,0.84346731158581
7,"Female","Black","Ovarian",0.975930132489672,0.911736170574151
7,"Female","Black","Pancreas",0.792699621462065,0.79103282618403
7,"Female","Black","Uterine",0.988322372971025,0.912742147471613
7,"Female","White","Bladder",0.98492733099618,0.929110787412727
7,"Female","White","Brain",0.757705553911299,0.797398866030365
7,"Female","White","Breast",0.988838313042129,0.924562099410172
7,"Female","White","Cervical",0.984370483492473,0.93273595987291
7,"Female","White","Colorectal",0.984831421239523,0.931362921135726
7,"Female","White","Esophageal",0.900573771982805,0.886288719197656
7,"Female","White","Gallbladder",0.930192079279626,0.910919110444442
7,"Female","White","Gastric",0.960760245809072,0.898495433397026
7,"Female","White","Kidney",0.985891554827118,0.896537497873142
7,"Female","White","Liver",0.866698890004886,0.820873039111982
7,"Female","White","Lung",0.943290137289601,0.880843450513521
7,"Female","White","Ovarian",0.981881710553642,0.933448871069702
7,"Female","White","Pancreas",0.840011062852898,0.839700565143234
7,"Female","White","Uterine",0.99122356844407,0.934216372193425
7,"Male","Black","Bladder",0.975799180309348,0.891110443120221
7,"Male","Black","Brain",0.639182654996811,0.701184914956183
7,"Male","Black","Colorectal",0.975645908888891,0.894499574037497
7,"Male","Black","Esophageal",0.844570913262138,0.827562343966284
7,"Male","Black","Gallbladder",0.889826312689119,0.863906001667277
7,"Male","Black","Gastric",0.93746852650068,0.845503383645507
7,"Male","Black","Kidney",0.977340595063747,0.842616293454944
7,"Male","Black","Liver",0.79391990007634,0.733819571546639
7,"Male","Black","Lung",0.910124711665265,0.819604101491051
7,"Male","Black","Pancreas",0.754859082070792,0.760380804560194
7,"Male","Black","Prostate",0.992251406646038,0.861352647903585
7,"Male","White","Bladder",0.981782835117477,0.917664668709744
7,"Male","White","Brain",0.714708889853592,0.767536666014016
7,"Male","White","Colorectal",0.981667103334465,0.920264597300937
7,"Male","White","Esophageal",0.880933834080794,0.868434247648646
7,"Male","White","Gallbladder",0.916126776807623,0.896702799802879
7,"Male","White","Gastric",0.952696570963744,0.88242769019132
7,"Male","White","Kidney",0.982946470488124,0.880180996444743
7,"Male","White","Liver",0.84098130458323,0.794006035963783
7,"Male","White","Lung",0.931765952522465,0.862202386924587
7,"Male","White","Pancreas",0.809735433543284,0.815328466717186
7,"Male","White","Prostate",0.994179344956016,0.894726798048232
8,"Female","Black","Bladder",0.979174861327554,0.902924938849412
8,"Female","Black","Brain",0.680808689729545,0.730206266830001
8,"Female","Black","Breast",0.984566737631137,0.896791543909011
8,"Female","Black","Cervical",0.978407833975557,0.907821446679566
8,"Female","Black","Colorectal",0.97904273889355,0.905966015880437
8,"Female","Black","Esophageal",0.86492384980645,0.84565193804451
8,"Female","Black","Gallbladder",0.904589285167861,0.8784659480404
8,"Female","Black","Gastric",0.94604071020205,0.861870705683199
8,"Female","Black","Kidney",0.98050342312465,0.859263441005399
8,"Female","Black","Liver",0.820171520634706,0.760230270104076
8,"Female","Black","Lung",0.922287355339824,0.838444836474866
8,"Female","Black","Ovarian",0.974981729741165,0.908785245221984
8,"Female","Black","Pancreas",0.785384890452251,0.784554005845675
8,"Female","Black","Uterine",0.987859212779572,0.909823164910184
8,"Female","White","Bladder",0.984330586976628,0.926717167517121
8,"Female","White","Brain",0.749362385154885,0.791090337728823
8,"Female","White","Breast",0.988395495791853,0.922021430617695
8,"Female","White","Cervical",0.983751875627992,0.930460111451741
8,"Female","White","Colorectal",0.984230910525448,0.929042406464819
8,"Female","White","Esophageal",0.89681810895335,0.88254324026869
8,"Female","White","Gallbladder",0.927509818826113,0.907942270542533
8,"Female","White","Gastric",0.959226725425345,0.89512783561586
8,"Female","White","Kidney",0.985332700593348,0.89310888256908
8,"Female","White","Liver",0.861764993147816,0.815208163015092
8,"Female","White","Lung",0.941095082518356,0.876931359415514
8,"Female","White","Ovarian",0.981165544242449,0.93119624320893
8,"Female","White","Pancreas",0.834187291228851,0.834569460782112
8,"Female","White","Uterine",0.990874944204598,0.931988765014252
8,"Male","Black","Bladder",0.974845684563698,0.88751350751262
8,"Male","Black","Brain",0.627868029735747,0.692506538215122
8,"Male","Black","Colorectal",0.974686453030782,0.891007612732051
8,"Male","Black","Esophageal",0.838896738551416,0.822085347720799
8,"Male","Black","Gallbladder",0.885691037117796,0.859483478129359
8,"Male","Black","Gastric",0.935055990885345,0.840539879832707
8,"Male","Black","Kidney",0.976447094237611,0.837569222630436
8,"Male","Black","Liver",0.786642193749018,0.725894880464603
8,"Male","Black","Lung",0.906710848763062,0.813903806606521
8,"Male","Black","Pancreas",0.746435136954938,0.753108132280892
8,"Male","Black","Prostate",0.991943444865064,0.856854210765955
8,"Male","White","Bladder",0.981062798345416,0.914902568878291
8,"Male","White","Brain",0.70519325847274,0.76044540811282
8,"Male","White","Colorectal",0.980942536787438,0.917585744362493
8,"Male","White","Esophageal",0.876488516879346,0.864147023133424
8,"Male","White","Gallbladder",0.912929833095372,0.893279330029833
8,"Male","White","Gastric",0.950856056740046,0.878563947824276
8,"Male","White","Kidney",0.982272010164658,0.876248718728021
8,"Male","White","Liver",0.835189278832502,0.787606520425405
8,"Male","White","Lung",0.929141833708156,0.857729183006591
8,"Male","White","Pancreas",0.802944525332634,0.809509351783835
8,"Male","White","Prostate",0.993947773717151,0.891241891370021
9,"Female","Black","Bladder",0.978352885103655,0.899695952237483
9,"Female","Black","Brain",0.670443046757193,0.72219551945058
9,"Female","Black","Breast",0.983955833922851,0.893370837024013
9,"Female","Black","Cervical",0.977555931265259,0.904746599848482
9,"Female","Black","Colorectal",0.97821560597883,0.902832648212507
9,"Female","Black","Esophageal",0.859929702414306,0.840692743785801
9,"Female","Black","Gallbladder",0.900976818045665,0.874481492315314
9,"Female","Black","Gastric",0.943948927940458,0.857387648803737
9,"Female","Black","Kidney",0.979733341258586,0.854703093143664
9,"Female","Black","Liver",0.813708808939066,0.752953807432293
9,"Female","Black","Lung",0.919314750637048,0.833277653549421
9,"Female","Black","Ovarian",0.973996458149764,0.90574085106053
9,"Female","Black","Pancreas",0.777849844998446,0.777903771229607
9,"Female","Black","Uterine",0.987377800214468,0.906811606757421
9,"Female","White","Bladder",0.98371041313222,0.924246066460337
9,"Female","White","Brain",0.740783704252061,0.78461304759039
9,"Female","White","Breast",0.987935218072274,0.919398980198182
9,"Female","White","Cervical",0.983108994301394,0.928110267476765
9,"Female","White","Colorectal",0.983606824569276,0.926646569985009
