"Age","Sex","Race","Site","Cancer_Death","Other_Death"
3,"Male","Black","Colorectal",0.826392878043024,0.886768208775668
3,"Male","Black","Esophageal",0.480929274652987,0.803423439107809
3,"Male","Black","Gallbladder",0.426983052752025,0.817710145756992
3,"Male","Black","Gastric",0.585065539583763,0.849108108204046
3,"Male","Black","Kidney",0.846760200776305,0.839067589452299
3,"Male","Black","Liver",0.409716366779997,0.720358137159289
3,"Male","Black","Lung",0.47880040280137,0.826779075287127
3,"Male","Black","Pancreas",0.267766752781122,0.790053369701874
3,"Male","Black","Prostate",0.943629103557204,0.882239172961669
3,"Male","White","Bladder",0.923407957108416,0.903681890094012
3,"Male","White","Brain",0.507647436934176,0.841913699843299
3,"Male","White","Colorectal",0.856117522518537,0.912262198814381
3,"Male","White","Esophageal",0.550804257553992,0.845988373482595
3,"Male","White","Gallbladder",0.499921944194999,0.857459847867852
3,"Male","White","Gastric",0.646168395626961,0.88250638639369
3,"Male","White","Kidney",0.873268367150607,0.874521081751135
3,"Male","White","Liver",0.483389409940893,0.778300382659575
3,"Male","White","Lung",0.548817100831018,0.86471717867064
3,"Male","White","Pancreas",0.341824861668603,0.835209255535231
3,"Male","White","Prostate",0.953830256887972,0.908699741466575
4,"Female","Black","Bladder",0.918979109112495,0.889612264283809
4,"Female","Black","Brain",0.487301014025449,0.819763832166582
4,"Female","Black","Breast",0.915695740614613,0.892463861431423
4,"Female","Black","Cervical",0.859443525953979,0.895603305391345
4,"Female","Black","Colorectal",0.84813071792223,0.899374850850386
4,"Female","Black","Esophageal",0.531337391575357,0.824347729772911
4,"Female","Black","Gallbladder",0.479441349922534,0.837271161560612
4,"Female","Black","Gastric",0.629365504368119,0.865580652336321
4,"Female","Black","Kidney",0.866157522212695,0.856541365195727
4,"Female","Black","Liver",0.462646438006433,0.748655322161285
4,"Female","Black","Lung",0.529305030097958,0.84546092900506
4,"Female","Black","Ovarian",0.704812843125487,0.897467237989734
4,"Female","Black","Pancreas",0.320387618836328,0.812228998294153
4,"Female","Black","Uterine",0.929261174347322,0.902414710033492
4,"Female","White","Bladder",0.933481605675506,0.914497087289545
4,"Female","White","Brain",0.556742138620116,0.859104947928404
4,"Female","White","Breast",0.93076359081321,0.916736210802655
4,"Female","White","Cervical",0.883910015457886,0.919199406058575
4,"Female","White","Colorectal",0.874419683808266,0.922155854650575
4,"Female","White","Esophageal",0.597398588859284,0.862773366210427
4,"Female","White","Gallbladder",0.549415553219275,0.873089997628403
4,"Female","White","Gastric",0.685756356620961,0.895559105473339
4,"Female","White","Kidney",0.889531440335225,0.888403769428177
4,"Female","White","Liver",0.533684474086887,0.801556100466785
4,"Female","White","Lung",0.595536343010509,0.879608344919495
4,"Female","White","Ovarian",0.752018401304299,0.920660876503711
4,"Female","White","Pancreas",0.395624257707619,0.853064408285221
4,"Female","White","Uterine",0.941981628733521,0.924536619217806
4,"Male","Black","Bladder",0.904935854619286,0.872040169119691
4,"Male","Black","Brain",0.42746037279377,0.792442185711002
4,"Male","Black","Colorectal",0.82304685649382,0.883252579468282
4,"Male","Black","Esophageal",0.473496658157826,0.797631545789236
4,"Male","Black","Gallbladder",0.419321332862198,0.812288401376609
4,"Male","Black","Gastric",0.578430753516892,0.844529399331008
4,"Male","Black","Kidney",0.843768698507445,0.834214934911558
4,"Male","Black","Liver",0.402011240462154,0.712589725989621
4,"Male","Black","Lung",0.471356192766668,0.821596697067166
4,"Male","Black","Pancreas",0.260364124363306,0.783922875571496
4,"Male","Black","Prostate",0.942464888989808,0.878592773962525
4,"Male","White","Bladder",0.921843715439697,0.900661544648822
4,"Male","White","Brain",0.50037718835562,0.837138286395234
4,"Male","White","Colorectal",0.853292467967247,0.909497242488342
4,"Male","White","Esophageal",0.543859274103026,0.841324111722596
4,"Male","White","Gallbladder",0.492601581526153,0.853112082205686
4,"Male","White","Gastric",0.640192343203551,0.87886768090488
4,"Male","White","Kidney",0.870754125073309,0.870653657426373
4,"Male","White","Liver",0.475970442047409,0.77187856868537
4,"Male","White","Lung",0.54185550281198,0.860572338753693
4,"Male","White","Pancreas",0.334106156516955,0.830252412545623
4,"Male","White","Prostate",0.952871429158269,0.905828415162186
5,"Female","Black","Bladder",0.917328528510633,0.886179155583184
5,"Female","Black","Brain",0.479904298404247,0.814395995439198
5,"Female","Black","Breast",0.913981450540161,0.889113802685432
5,"Female","Black","Cervical",0.856678169060796,0.892345038308946
5,"Female","Black","Colorectal",0.845163454988253,0.896227351942238
5,"Female","Black","Esophageal",0.524236359257619,0.81910084570747
5,"Female","Black","Gallbladder",0.472000609132578,0.832369922109825
5,"Female","Black","Gastric",0.623195390925053,0.861460094550322
5,"Female","Black","Kidney",0.863513521593185,0.852168065815467
5,"Female","Black","Liver",0.455120917424597,0.741525603728167
5,"Female","Black","Lung",0.522188578361526,0.840782241640583
5,"Female","Black","Ovarian",0.699586315067089,0.894263646157466
5,"Female","Black","Pancreas",0.312721747370497,0.806664235916752
5,"Female","Black","Uterine",0.927811745780364,0.899356881906285
5,"Female","White","Bladder",0.932115459079285,0.911799103477205
5,"Female","White","Brain",0.54984771603979,0.854802999399326
5,"Female","White","Breast",0.929343761926751,0.914105512905143
5,"Female","White","Cervical",0.881592302522686,0.916642942552897
5,"Female","White","Colorectal",0.871926569203047,0.919688787680655
5,"Female","White","Esophageal",0.590886148659767,0.858573970745847
5,"Female","White","Gallbladder",0.542458942626936,0.869181844831928
5,"Female","White","Gastric",0.680274293342953,0.892299543463539
5,"Female","White","Kidney",0.887318666319116,0.884935558260721
5,"Female","White","Liver",0.526601456293785,0.795716460277767
5,"Female","White","Lung",0.589005075517755,0.875886347165667
5,"Female","White","Ovarian",0.747472131069623,0.918148564256878
5,"Female","White","Pancreas",0.387895177308125,0.848594753268613
5,"Female","White","Uterine",0.940784468237607,0.922141776050589
5,"Male","Black","Bladder",0.903014577318502,0.868102189037764
5,"Male","Black","Brain",0.41980006724582,0.786371630086036
5,"Male","Black","Colorectal",0.819643625214478,0.879635372662374
5,"Male","Black","Esophageal",0.466024447198552,0.791692037864633
5,"Male","Black","Gallbladder",0.411638477521783,0.806725182277358
5,"Male","Black","Gastric",0.571732452573034,0.83982526193296
5,"Male","Black","Kidney",0.840724454668929,0.829231339750835
5,"Male","Black","Liver",0.394291713650238,0.704652485000157
5,"Male","Black","Lung",0.463873040370409,0.816277119015699
5,"Male","Black","Pancreas",0.253015179445329,0.777639681048528
5,"Male","Black","Prostate",0.941277386176238,0.874841664577147
5,"Male","White","Bladder",0.920248926649986,0.897551958454074
5,"Male","White","Brain",0.493059708284622,0.832233458491256
5,"Male","White","Colorectal",0.850416926930754,0.906649687207255
5,"Male","White","Esophageal",0.536856898006031,0.836532670474447
5,"Male","White","Gallbladder",0.485236090881597,0.848643745108214
5,"Male","White","Gastric",0.634146181360811,0.875124447867278
5,"Male","White","Kidney",0.86819385927211,0.866676350208898
5,"Male","White","Liver",0.468511134079147,0.765300111848582
5,"Male","White","Lung",0.534836920312549,0.856311348361212
5,"Male","White","Pancreas",0.32640309026756,0.825162605897717
5,"Male","White","Prostate",0.951893195463066,0.902871701018759
6,"Female","Black","Bladder",0.915645888689218,0.882646473580173
6,"Female","Black","Brain",0.472466074811128,0.808887626406916
6,"Female","Black","Breast",0.912233998314285,0.885666208681674
6,"Female","Black","Cervical",0.853863157841592,0.888991512760942
6,"Female","Black","Colorectal",0.842143772827104,0.892987375505326
6,"Female","Black","Esophageal",0.517082182027903,0.813715587008112
6,"Female","Black","Gallbladder",0.46452072897834,0.827336793543378
6,"Female","Black","Gastric",0.616956427048209,0.857223924680269
6,"Female","Black","Kidney",0.860821595303737,0.847673648760546
6,"Female","Black","Liver",0.44756160966075,0.734231498959475
6,"Female","Black","Lung",0.515019457095099,0.835976082166546
6,"Female","Black","Ovarian",0.694288584039743,0.890966163988122
6,"Female","Black","Pancreas",0.305082054034412,0.800955557163248
6,"Female","Black","Uterine",0.926333811412116,0.89620885398259
6,"Female","White","Bladder",0.93072230884086,0.909020292953392
6,"Female","White","Brain",0.542894715734919,0.85038146526538
6,"Female","White","Breast",0.927895959081145,0.911395781402186
6,"Female","White","Cervical",0.879231548589348,0.914009438213909
6,"Female","White","Colorectal",0.869387745690838,0.917147099666918
6,"Female","White","Esophageal",0.584308415004848,0.854257222440308
6,"Female","White","Gallbladder",0.535445224020926,0.865162873124888
6,"Female","White","Gastric",0.674720819931197,0.888944690693308
6,"Female","White","Kidney",0.885064492801234,0.881366918695217
6,"Female","White","Liver",0.519464752080572,0.78972845679323
6,"Female","White","Lung",0.582408768652472,0.872057852332093
6,"Female","White","Ovarian",0.742857497031938,0.915560403546534
6,"Female","White","Pancreas",0.380157476947298,0.844001939799779
6,"Female","White","Uterine",0.939563406347096,0.919674282608862
6,"Male","Black","Bladder",0.901056631502933,0.864052707983679
6,"Male","Black","Brain",0.412118445613999,0.780149235846716
6,"Male","Black","Colorectal",0.816182508005555,0.875914150211395
6,"Male","Black","Esophageal",0.458514946209791,0.785602633736256
6,"Male","Black","Gallbladder",0.403937427244553,0.801018072689928
6,"Male","Black","Gastric",0.564971686897955,0.834993138030168
6,"Male","Black","Kidney",0.837626775149851,0.824114268147363
6,"Male","Black","Liver",0.386560915874383,0.696545699033169
6,"Male","Black","Lung",0.456353275959797,0.810817862425609
6,"Male","Black","Pancreas",0.245723925090023,0.77120166797757
6,"Male","Black","Prostate",0.940066161426127,0.870983374918726
6,"Male","White","Bladder",0.918623053478321,0.894350854882275
6,"Male","White","Brain",0.485696973910011,0.827196671769914
6,"Male","White","Colorectal",0.847490205186144,0.903717364557383
6,"Male","White","Esophageal",0.529798581033353,0.831611496256497
6,"Male","White","Gallbladder",0.47782754429229,0.844052277251121
6,"Male","White","Gastric",0.628030309602611,0.871274219133086
6,"Male","White","Kidney",0.865586888907117,0.862586647174981
6,"Male","White","Liver",0.461013760481203,0.758563067086486
6,"Male","White","Lung",0.527762828945322,0.851931659775902
6,"Male","White","Pancreas",0.318719405511326,0.819937314174401
6,"Male","White","Prostate",0.950895184623773,0.899827383525673
7,"Female","Black","Bladder",0.913930633268963,0.879011802529272
7,"Female","Black","Brain",0.464988569920924,0.803236293519993
7,"Female","Black","Breast",0.910452814202737,0.8821186880568
7,"Female","Black","Cervical",0.850997799285919,0.885540366461699
7,"Female","Black","Colorectal",0.839070976988384,0.889652597296294
7,"Female","Black","Esophageal",0.509876547046442,0.808189490124641
7,"Female","Black","Gallbladder",0.457004032009432,0.822169246341554
7,"Female","Black","Gastric",0.610649180745556,0.852869597187499
7,"Female","Black","Kidney",0.858081054801762,0.843055554087882
7,"Female","Black","Liver",0.439971040162373,0.726771616613599
7,"Female","Black","Lung",0.507799378230245,0.831039898075155
7,"Female","Black","Ovarian",0.688919539382349,0.887572447571719
7,"Female","Black","Pancreas",0.297472412904236,0.795100592721274
7,"Female","Black","Uterine",0.924826861204074,0.89296833516251
7,"Female","White","Bladder",0.929301665939098,0.906158518428603
7,"Female","White","Brain",0.535884518535705,0.845837787786625
7,"Female","White","Breast",0.926419679586042,0.908604911411865
7,"Female","White","Cervical",0.876827090119621,0.91129682523001
7,"Female","White","Colorectal",0.866802533968373,0.914528769261403
7,"Female","White","Esophageal",0.577666298935443,0.849820569294494
7,"Female","White","Gallbladder",0.528375865828404,0.861030563124675
7,"Female","White","Gastric",0.669095977040199,0.885492184451332
7,"Female","White","Kidney",0.882768268206752,0.877695425234091
7,"Female","White","Liver",0.512276020038474,0.783589829066641
7,"Female","White","Lung",0.575748354241616,0.868120374302538
7,"Female","White","Ovarian",0.73817408187971,0.912894349260539
7,"Female","White","Pancreas",0.372414432481457,0.839283407312988
7,"Female","White","Uterine",0.938317999925699,0.917132156528017
7,"Male","Black","Bladder",0.899061408523294,0.859889202137726
7,"Male","Black","Brain",0.404418443055275,0.773772852995074
7,"Male","Black","Colorectal",0.812662833884653,0.872086448912344
7,"Male","Black","Esophageal",0.450970549917112,0.779361118174926
7,"Male","Black","Gallbladder",0.396221207604284,0.795164702764784
7,"Male","Black","Gastric",0.558149582801548,0.830030476985156
7,"Male","Black","Kidney",0.834474966963053,0.818861202922037
7,"Male","Black","Liver",0.378822057651687,0.688268862160902
7,"Male","Black","Lung",0.44879932016095,0.805216482416559
7,"Male","Black","Pancreas",0.238494360360534,0.764606805105327
7,"Male","Black","Prostate",0.938830774355344,0.867015413038412
7,"Male","White","Bladder",0.916965551766076,0.891055923447897
7,"Male","White","Brain",0.478291051675496,0.822025397205712
7,"Male","White","Colorectal",0.844511607998194,0.900698069303297
7,"Male","White","Esophageal",0.522685858485719,0.826558046330065
7,"Male","White","Gallbladder",0.470378103561103,0.839335118058859
7,"Male","White","Gastric",0.621845186342708,0.867314504308561
7,"Male","White","Kidney",0.862932530063818,0.858382019034543
7,"Male","White","Liver",0.453480685985381,0.751665595270803
7,"Male","White","Lung",0.52063478821174,0.84743071718772
7,"Male","White","Pancreas",0.311058896451579,0.81457403921409
7,"Male","White","Prostate",0.949877019290172,0.896693211454541
8,"Female","Black","Bladder",0.91218219906999,0.875272699882873
8,"Female","Black","Brain",0.457474100648962,0.797439608346977
8,"Female","Black","Breast",0.908637321774442,0.878468821001079
8,"Female","Black","Cervical",0.848081399328989,0.881989206993373
8,"Female","Black","Colorectal",0.835944373895781,0.886220661089298
8,"Female","Black","Esophageal",0.502621228142455,0.802520128504357
8,"Female","Black","Gallbladder",0.449452931059542,0.816864771757463
8,"Female","Black","Gastric",0.604274284060113,0.848394557666561
8,"Female","Black","Kidney",0.855291209461526,0.83831122151109
8,"Female","Black","Liver",0.432351824073087,0.719144722684898
8,"Female","Black","Lung",0.500530140645021,0.825971148186539
8,"Female","Black","Ovarian",0.683479110448592,0.884080121927594
8,"Female","Black","Pancreas",0.289896735514032,0.789097026849088
8,"Female","Black","Uterine",0.923290378168583,0.88963300101337
8,"Female","White","Bladder",0.9278530344218,0.903211605192182
8,"Female","White","Brain",0.528818587683173,0.841169406369059
8,"Female","White","Breast",0.924914413803029,0.905730760103282
8,"Female","White","Cervical",0.8743782592132,0.908502997344874
8,"Female","White","Colorectal",0.864170251506977,0.911831736195025
8,"Female","White","Esophageal",0.570960784528494,0.845261452990234
8,"Female","White","Gallbladder",0.521252420258286,0.856782380218714
8,"Female","White","Gastric",0.663399851553881,0.88193963191691
8,"Female","White","Kidney",0.880429336017235,0.873918626306599
8,"Female","White","Liver",0.505037005094965,0.777298385310659
8,"Female","White","Lung",0.569024837634439,0.864071406757226
8,"Female","White","Ovarian",0.733421493334736,0.910148317590272
8,"Female","White","Pancreas",0.364669396466916,0.834436598419997
8,"Female","White","Uterine",0.937047799085953,0.914513376233726
8,"Male","Black","Bladder",0.897028293558851,0.855609133299563
8,"Male","Black","Brain",0.396703079881471,0.767240414674996
8,"Male","Black","Colorectal",0.809083937824022,0.868149782807498
8,"Male","Black","Esophageal",0.443393743230603,0.772965351059338
8,"Male","Black","Gallbladder",0.388492927583221,0.789162756138767
8,"Male","Black","Gastric",0.551267344345236,0.824934740528465
8,"Male","Black","Kidney",0.831268338801766,0.813469651363218
8,"Male","Black","Liver",0.371078428252629,0.679821692248432
8,"Male","Black","Lung",0.441213683719952,0.799470574756985
8,"Male","Black","Pancreas",0.231330468700831,0.757853157901207
8,"Male","Black","Prostate",0.937570777844658,0.862935267524355
8,"Male","White","Bladder",0.915275870485574,0.887664821095903
8,"Male","White","Brain",0.470844097770961,0.81671712670472
8,"Male","White","Colorectal",0.841480440596225,0.897589560228931
8,"Male","White","Esophageal",0.515520350410448,0.821369793970973
8,"Male","White","Gallbladder",0.462890020593039,0.834489710084206
8,"Male","White","Gastric",0.61559133075198,0.863242793335237
8,"Male","White","Kidney",0.860230096091888,0.854059923258824
8,"Male","White","Liver",0.445914365563567,0.744605973952451
8,"Male","White","Lung",0.513454442691345,0.842805960528403
8,"Male","White","Pancreas",0.303425404092342,0.809070312245935
8,"Male","White","Prostate",0.948838315878982,0.89346689888014
9,"Female","Black","Bladder",0.910400016160637,0.871426698411542
9,"Female","Black","Brain",0.449925074197551,0.791495232972433
9,"Female","Black","Breast",0.906786937966299,0.874714161201029
9,"Female","Black","Cervical",0.845113263300862,0.878335613558113
9,"Female","Black","Colorectal",0.832763271391862,0.882689180206872
9,"Female","Black","Esophageal",0.495318086739834,0.796705119613292
9,"Female","Black","Gallbladder",0.441869929103378,0.811420887785554
9,"Female","Black","Gastric",0.597832434892657,0.843796246616041
9,"Female","Black","Kidney",0.852451366968731,0.833438094850183
9,"Female","Black","Liver",0.424706665651929,0.711349753293633
9,"Female","Black","Lung",0.493213631055891,0.820767307962042
9,"Female","Black","Ovarian",0.677967268309958,0.880486782646181
9,"Female","Black","Pancreas",0.28235896518792,0.782942605392958
9,"Female","Black","Uterine",0.92172383837335,0.886200495128366
9,"Female","White","Bladder",0.926375911394735,0.900177341845011
9,"Female","White","Brain",0.521698470122311,0.836373761819183
9,"Female","White","Breast",0.923379645144448,0.9027711473242
9,"Female","White","Cervical",0.871884383867576,0.90562581037372
9,"Female","White","Colorectal",0.861490212882554,0.909053901666145
